year,region_id,policy_id,policy_label,1,2,3,4,5,6,7,8,9,total
2009,17,14,Política Exterior,558669.00,618026.00,"",2275252.00,"",493549.00,2941568.00,"","",6887064.00
2009,17,21,Pensiones,"","","",35000.00,"","","","","",35000.00
2009,17,23,Servicios Sociales y Promoción Social,24503080.00,46544773.00,19384.00,28106733.00,"",10857713.00,13180755.00,"","",123212438.00
2009,17,24,Fomento del Empleo,4071895.00,2408345.00,"",18495345.00,"",438512.00,220251.00,"","",25634348.00
2009,17,26,Acceso a la Vivienda y Fomento de la Edificación,1281416.00,256000.00,"",1560000.00,"",4360000.00,7715000.00,"","",15172416.00
2009,17,31,Sanidad,198161679.00,101261211.00,"",138266378.00,"",6657591.00,2246817.00,"","",446593676.00
2009,17,32,Educación,141676796.00,22779245.00,1000.00,65179001.00,"",16267725.00,6301133.00,"","",252204900.00
2009,17,33,Cultura,5345362.00,7679988.00,"",4167289.00,"",6812254.00,6126381.00,"","",30131274.00
2009,17,41,"Agricultura, Pesca y Alimentación",12917477.00,7324540.00,"",12199400.00,"",6445681.00,15551050.00,"","",54438148.00
2009,17,42,Industria y Energía,874542.00,306580.00,"",26000.00,"",253500.00,2218526.00,"","",3679148.00
2009,17,43,"Comercio, Turismo y Pymes",3975103.00,2659245.00,12000.00,4436188.00,"",1128778.00,30380233.00,6350000.00,"",48941547.00
2009,17,45,Infraestructuras,17224186.00,14008503.00,108660.00,18226642.00,"",58439099.00,24633608.00,"","",132640698.00
2009,17,46,"Investigación, Desarrollo e Innovación",5447840.00,9630130.00,1500.00,25853774.00,"",7395622.00,18796497.00,30000.00,159102.00,67314465.00
2009,17,49,Otras Actuaciones de Carácter Económico,4527192.00,525965.00,"",2029963.00,"",226000.00,87800.00,"","",7396920.00
2009,17,91,Alta Dirección,6901503.00,6370532.00,140.00,2614596.00,"",1308490.00,10000.00,57110.00,"",17262371.00
2009,17,92,Servicios de Carácter General,20418557.00,8548764.00,3000.00,1971734.00,"",7410100.00,"",180304.00,"",38532459.00
2009,17,93,Administración Financiera y Tributaria,6007901.00,5691768.00,128000.00,43440.00,"",5474671.00,"","","",17345780.00
2009,17,95,Deuda Pública,"","",19296272.00,"","","","","",10875945.00,30172217.00
2009,10,11,Justicia,185080280.00,57504620.00,4381830.00,25125200.00,"",23291860.00,"","","",295383790.00
2009,10,13,Seguridad Ciudadana e Instituciones Penitenciarias,5846100.00,40848940.00,"",22475250.00,"",11893970.00,832000.00,"","",81896260.00
2009,10,14,Política Exterior,2221600.00,1950000.00,"",29678270.00,"",50000.00,35360000.00,"","",69259870.00
2009,10,21,Pensiones,"","","",1750000.00,"","","","","",1750000.00
2009,10,23,Servicios Sociales y Promoción Social,97334230.00,201142150.00,"",294437190.00,"",19304440.00,19749540.00,50000.00,"",632017550.00
2009,10,24,Fomento del Empleo,57367000.00,16655360.00,90000.00,378288300.00,"",17797300.00,3022000.00,"","",473219960.00
2009,10,26,Acceso a la Vivienda y Fomento de la Edificación,7889980.00,4840050.00,10000.00,3763120.00,"",29946780.00,113168220.00,"","",159618150.00
2009,10,31,Sanidad,2531910730.00,1638771260.00,"",1248066330.00,"",210651540.00,15081550.00,30000.00,"",5644511410.00
2009,10,32,Educación,2359141620.00,207730750.00,"",1483184990.00,"",35620310.00,64512640.00,25317050.00,"",4175507360.00
2009,10,33,Cultura,20899120.00,20962800.00,"",116233400.00,"",19632670.00,51190930.00,168780000.00,"",397698920.00
2009,10,41,"Agricultura, Pesca y Alimentación",47699800.00,23660940.00,"",115209900.00,"",28784220.00,164473780.00,"","",379828640.00
2009,10,42,Industria y Energía,11698840.00,4450910.00,"",64521740.00,"",2164280.00,77296070.00,"","",160131840.00
2009,10,43,"Comercio, Turismo y Pymes",8998670.00,1805570.00,"",125622950.00,"",230000.00,32489500.00,"","",169146690.00
2009,10,45,Infraestructuras,60423730.00,57095190.00,6884190.00,78894760.00,"",401394160.00,180559080.00,"","",785251110.00
2009,10,46,"Investigación, Desarrollo e Innovación",27056920.00,20350760.00,5000.00,35437840.00,"",27331090.00,17286610.00,"","",127468220.00
2009,10,49,Otras Actuaciones de Carácter Económico,21376460.00,3984400.00,"",25389380.00,"",1857700.00,3492760.00,500000.00,"",56600700.00
2009,10,91,Alta Dirección,53697250.00,19257760.00,1250.00,16583200.00,"",6110130.00,24030.00,230060.00,"",95903680.00
2009,10,92,Servicios de Carácter General,34837110.00,24546990.00,200000.00,172723660.00,"",33597120.00,63753060.00,29482320.00,"",359140260.00
2009,10,93,Administración Financiera y Tributaria,34411790.00,50388100.00,82410.00,4830010.00,"",114840.00,1800000.00,"","",91627150.00
2009,10,95,Deuda Pública,"","",346925800.00,"","","","","",132800000.00,479725800.00
2011,5,11,Justicia,86703559.00,21830285.00,"",14713691.00,"",6140828.00,"","","",129388363.00
2011,5,13,Seguridad Ciudadana e Instituciones Penitenciarias,6303857.00,12024417.00,"",5555564.00,"",1274948.00,132000.00,"","",25290786.00
2011,5,14,Política Exterior,4015644.00,768660.00,"",9274832.00,"",261460.00,2100000.00,"","",16420596.00
2011,5,21,Pensiones,"","","",7850660.00,"","","","","",7850660.00
2011,5,23,Servicios Sociales y Promoción Social,43024112.00,49846880.00,58000.00,167361921.00,"",4764326.00,1231803.00,"","",266287042.00
2011,5,24,Fomento del Empleo,32285463.00,9972252.00,43880.00,275804877.00,"",4258560.00,1660225.00,"","",324025257.00
2011,5,26,Acceso a la Vivienda y Fomento de la Edificación,7945393.00,1147711.00,3006.00,14288414.00,"",21870693.00,31526386.00,"","",76781603.00
2011,5,31,Sanidad,1346838044.00,682288500.00,4606906.00,439692561.00,"",49371502.00,4400000.00,"","",2527197513.00
2011,5,32,Educación,997805070.00,121552492.00,"",397118857.00,"",59133298.00,15885344.00,"","",1591495061.00
2011,5,33,Cultura,10406191.00,1686188.00,"",5122116.00,"",24529873.00,7108098.00,"","",48852466.00
2011,5,41,"Agricultura, Pesca y Alimentación",29987690.00,7584941.00,"",12434366.00,"",9139260.00,41106905.00,"","",100253162.00
2011,5,42,Industria y Energía,7934449.00,2026476.00,"",422762.00,"",3535538.00,13854706.00,"","",27773931.00
2011,5,43,"Comercio, Turismo y Pymes",9258606.00,1016905.00,"",13713660.00,"",22143095.00,33344910.00,"","",79477176.00
2011,5,44,Subvenciones al Transporte,"","","",47069847.00,"",120200.00,1388264.00,"","",48578311.00
2011,5,45,Infraestructuras,35771773.00,13944703.00,75000.00,4168266.00,"",315238741.00,4286001.00,"","",373484484.00
2011,5,46,"Investigación, Desarrollo e Innovación",6356845.00,1038508.00,"",13253905.00,"",4678426.00,60995107.00,25000000.00,"",111322791.00
2011,5,49,Otras Actuaciones de Carácter Económico,17910861.00,4583397.00,"",3833748.00,"",6543673.00,1619756.00,"","",34491435.00
2011,5,91,Alta Dirección,9477025.00,2458202.00,"",1931454.00,"",32559943.00,"",289.00,"",46426913.00
2011,5,92,Servicios de Carácter General,48985393.00,24054973.00,"",36730056.00,"",4335641.00,278290.00,20447.00,"",114404800.00
2011,5,93,Administración Financiera y Tributaria,37053884.00,24405547.00,94216.00,141023.00,"",11568049.00,1071049.00,100000.00,"",74433768.00
2011,5,94,Transferencias a otras Administraciones Públicas,"","","",484175632.00,"","",111618728.00,"","",595794360.00
2011,5,95,Deuda Pública,"","",141816662.00,"","","","","",253038892.00,394855554.00
2011,4,11,Justicia,163028.00,19250.00,"","","","","","","",182278.00
2011,4,13,Seguridad Ciudadana e Instituciones Penitenciarias,7160208.00,1073670.00,38690.00,8774243.00,"",5019560.00,3056982.00,"","",25123353.00
2011,4,14,Política Exterior,626245.00,133903.00,"",7720320.00,"",708950.00,3211919.00,"","",12401337.00
2011,4,21,Pensiones,"","","",16999000.00,"","","","","",16999000.00
2011,4,23,Servicios Sociales y Promoción Social,13676511.00,9204431.00,"",62455806.00,"",4140706.00,10277898.00,"","",99755352.00
2011,4,24,Fomento del Empleo,13544931.00,2294674.00,"",62705907.00,"",6817405.00,7937000.00,"","",93299917.00
2011,4,26,Acceso a la Vivienda y Fomento de la Edificación,1560873.00,227614.00,"",749614.00,"",294698.00,25920488.00,"","",28753287.00
2011,4,31,Sanidad,440852470.00,467477590.00,11850000.00,199962933.00,"",45352736.00,8977889.00,"",1875000.00,1176348618.00
2011,4,32,Educación,494006646.00,24297343.00,3078121.00,241429022.00,"",24238116.00,15236487.00,"","",802285735.00
2011,4,33,Cultura,7031287.00,3397619.00,"",21559921.00,"",7976330.00,5233562.00,"","",45198719.00
2011,4,41,"Agricultura, Pesca y Alimentación",5141305.00,1170265.00,"",19490320.00,"",12968628.00,22162369.00,"","",60932887.00
2011,4,42,Industria y Energía,5517659.00,1229538.00,"",4234687.00,"",2536335.00,21126962.00,"","",34645181.00
2011,4,43,"Comercio, Turismo y Pymes",6045108.00,805440.00,"",15787635.00,"",3303278.00,58019707.00,"","",83961168.00
2011,4,45,Infraestructuras,21007061.00,4852894.00,5310.00,75337693.00,"",64953529.00,125673256.00,380000.00,"",292209743.00
2011,4,46,"Investigación, Desarrollo e Innovación",468076.00,70630.00,"",5230340.00,"",8359912.00,3285590.00,"","",17414548.00
2011,4,49,Otras Actuaciones de Carácter Económico,7061621.00,5829271.00,51879.00,5995269.00,"",10199603.00,555108.00,"","",29692751.00
2011,4,91,Alta Dirección,22590886.00,7122752.00,"",4568558.00,"",3391761.00,2600370.00,6.00,"",40274333.00
2011,4,92,Servicios de Carácter General,18173739.00,4541535.00,"",50280827.00,"",14172281.00,61931551.00,"","",149099933.00
2011,4,93,Administración Financiera y Tributaria,11052320.00,5224502.00,2700000.00,30000.00,"",1352748.00,4250.00,"","",20363820.00
2011,4,94,Transferencias a otras Administraciones Públicas,"","","",112124929.00,"","",83324911.00,"","",195449840.00
2011,4,95,Deuda Pública,"","",102315257.00,"","","","","",69249371.00,171564628.00
2010,4,11,Justicia,163028.00,19250.00,"","","","","","","",182278.00
2010,4,13,Seguridad Ciudadana e Instituciones Penitenciarias,7160208.00,1073670.00,38690.00,8774243.00,"",5019560.00,3056982.00,"","",25123353.00
2010,4,14,Política Exterior,626245.00,133903.00,"",7720320.00,"",708950.00,3211919.00,"","",12401337.00
2010,4,21,Pensiones,"","","",16999000.00,"","","","","",16999000.00
2010,4,23,Servicios Sociales y Promoción Social,13676511.00,9204431.00,"",62455806.00,"",4140706.00,10277898.00,"","",99755352.00
2010,4,24,Fomento del Empleo,13544931.00,2294674.00,"",62705907.00,"",6817405.00,7937000.00,"","",93299917.00
2010,4,26,Acceso a la Vivienda y Fomento de la Edificación,1560873.00,227614.00,"",749614.00,"",294698.00,25920488.00,"","",28753287.00
2010,4,31,Sanidad,440852470.00,467477590.00,11850000.00,199962933.00,"",45352736.00,8977889.00,"",1875000.00,1176348618.00
2010,4,32,Educación,494006646.00,24297343.00,3078121.00,241429022.00,"",24238116.00,15236487.00,"","",802285735.00
2010,4,33,Cultura,7031287.00,3397619.00,"",21559921.00,"",7976330.00,5233562.00,"","",45198719.00
2010,4,41,"Agricultura, Pesca y Alimentación",5141305.00,1170265.00,"",19490320.00,"",12968628.00,22162369.00,"","",60932887.00
2010,4,42,Industria y Energía,5517659.00,1229538.00,"",4234687.00,"",2536335.00,21126962.00,"","",34645181.00
2010,4,43,"Comercio, Turismo y Pymes",6045108.00,805440.00,"",15787635.00,"",3303278.00,58019707.00,"","",83961168.00
2010,4,45,Infraestructuras,21007061.00,4852894.00,5310.00,75337693.00,"",64953529.00,125673256.00,380000.00,"",292209743.00
2010,4,46,"Investigación, Desarrollo e Innovación",468076.00,70630.00,"",5230340.00,"",8359912.00,3285590.00,"","",17414548.00
2010,4,49,Otras Actuaciones de Carácter Económico,7061621.00,5829271.00,51879.00,5995269.00,"",10199603.00,555108.00,"","",29692751.00
2010,4,91,Alta Dirección,22590886.00,7122752.00,"",4568558.00,"",3391761.00,2600370.00,6.00,"",40274333.00
2010,4,92,Servicios de Carácter General,18173739.00,4541535.00,"",50280827.00,"",14172281.00,61931551.00,"","",149099933.00
2010,4,93,Administración Financiera y Tributaria,11052320.00,5224502.00,2700000.00,30000.00,"",1352748.00,4250.00,"","",20363820.00
2010,4,94,Transferencias a otras Administraciones Públicas,"","","",112124929.00,"","",83324911.00,"","",195449840.00
2010,4,95,Deuda Pública,"","",102315257.00,"","","","","",69249371.00,171564628.00
2010,5,11,Justicia,87957829.00,28588778.00,"",14944272.00,"",20244712.00,"",12.00,"",151735603.00
2010,5,13,Seguridad Ciudadana e Instituciones Penitenciarias,5504279.00,17013288.00,"",6691349.00,"",3915406.00,837467.00,3000.00,"",33964789.00
2010,5,14,Política Exterior,2093387.00,973160.00,"",10166012.00,"",20116000.00,4458991.00,"","",37807550.00
2010,5,21,Pensiones,"","","",7850660.00,"","","","","",7850660.00
2010,5,23,Servicios Sociales y Promoción Social,44726309.00,73921324.00,31500.00,168786448.00,"",9168638.00,5672400.00,15006.00,"",302321625.00
2010,5,24,Fomento del Empleo,33159704.00,13101108.00,43880.00,284358838.00,"",11074532.00,1760225.00,6012.00,"",343504299.00
2010,5,26,Acceso a la Vivienda y Fomento de la Edificación,13466250.00,1785001.00,3006.00,27833497.00,"",41297046.00,41461128.00,1000.00,"",125846928.00
2010,5,31,Sanidad,1374200385.00,745580311.00,4799312.00,664496172.00,"",46902544.00,4300000.00,3346778.00,"",2843625502.00
2010,5,32,Educación,1095779543.00,127631471.00,"",410490715.00,"",58578578.00,22151154.00,60.00,"",1714631521.00
2010,5,33,Cultura,9852986.00,1720935.00,"",6639931.00,"",31835726.00,8266974.00,12.00,"",58316564.00
2010,5,41,"Agricultura, Pesca y Alimentación",24981960.00,7496642.00,"",14963315.00,"",11589021.00,55853816.00,6005.00,"",114890759.00
2010,5,42,Industria y Energía,9164242.00,2580312.00,"",430762.00,"",6237110.00,26549538.00,12.00,"",44961976.00
2010,5,43,"Comercio, Turismo y Pymes",8628791.00,1096300.00,"",6940285.00,"",8607542.00,38747022.00,6000.00,"",64025940.00
2010,5,45,Infraestructuras,43152225.00,17468151.00,130000.00,77539032.00,"",408402332.00,66925136.00,12027.00,"",613628903.00
2010,5,46,"Investigación, Desarrollo e Innovación",9177644.00,2676947.00,"",24207056.00,"",8113359.00,78792232.00,3000.00,"",122970238.00
2010,5,49,Otras Actuaciones de Carácter Económico,7351287.00,2031247.00,"",3016152.00,"",603997.00,591756.00,"","",13594439.00
2010,5,91,Alta Dirección,23850139.00,9144326.00,"",1782620.00,"",2401313.00,320175.00,26755.00,"",37525328.00
2010,5,92,Servicios de Carácter General,41872522.00,49943374.00,5270.00,53009432.00,"",27242126.00,1700896.00,115075.00,"",173888695.00
2010,5,93,Administración Financiera y Tributaria,29776103.00,11946219.00,"",6328047.00,"",7793114.00,8171713.00,"","",64015196.00
2010,5,94,Transferencias a otras Administraciones Públicas,"","","",496827535.00,"","",113801119.00,"","",610628654.00
2010,5,95,Deuda Pública,"","",109071732.00,"","","","","",620687592.00,729759324.00
2008,10,11,Justicia,164092790.00,55790770.00,4000000.00,35903190.00,"",27221430.00,30000.00,"","",287038180.00
2008,10,13,Seguridad Ciudadana e Instituciones Penitenciarias,5467920.00,45603070.00,"",21687980.00,"",11335480.00,1052400.00,"","",85146850.00
2008,10,14,Política Exterior,2106790.00,1401260.00,"",20821980.00,"",500000.00,47295690.00,70000.00,"",72195720.00
2008,10,21,Pensiones,"","","",2955570.00,"","","","","",2955570.00
2008,10,23,Servicios Sociales y Promoción Social,92082330.00,159097490.00,"",299771570.00,"",20588330.00,17191710.00,"","",588731430.00
2008,10,24,Fomento del Empleo,53631000.00,15116630.00,90000.00,372045360.00,"",17123000.00,4122000.00,"","",462127990.00
2008,10,26,Acceso a la Vivienda y Fomento de la Edificación,7663680.00,4274700.00,1000.00,3537860.00,"",51991900.00,98371890.00,4000000.00,"",169841030.00
2008,10,31,Sanidad,2320385550.00,1599371630.00,20000000.00,1274467560.00,"",209641560.00,15041990.00,"","",5438908290.00
2008,10,32,Educación,2170127370.00,217763990.00,"",1467479620.00,"",43038480.00,105896580.00,25317050.00,"",4029623090.00
2008,10,33,Cultura,20023980.00,18042750.00,"",115948640.00,"",13769290.00,52935490.00,214213000.00,"",434933150.00
2008,10,41,"Agricultura, Pesca y Alimentación",46801040.00,29878350.00,"",107693340.00,"",32901530.00,132785640.00,"","",350059900.00
2008,10,42,Industria y Energía,11240070.00,4590910.00,"",68407460.00,"",2231040.00,81053150.00,"","",167522630.00
2008,10,43,"Comercio, Turismo y Pymes",8632760.00,1895000.00,"",108656190.00,"",210000.00,30812880.00,"","",150206830.00
2008,10,45,Infraestructuras,58101590.00,50706010.00,9044580.00,87760380.00,"",479822920.00,87260310.00,600000.00,"",773295790.00
2008,10,46,"Investigación, Desarrollo e Innovación",26798240.00,20764460.00,3000.00,32769540.00,"",26691970.00,23182360.00,120000.00,"",130329570.00
2008,10,49,Otras Actuaciones de Carácter Económico,20403340.00,3667110.00,"",29275480.00,"",2391880.00,4017670.00,1250700.00,"",61006180.00
2008,10,91,Alta Dirección,51787120.00,18314620.00,"",11384120.00,"",7688750.00,18030.00,13701510.00,"",102894150.00
2008,10,92,Servicios de Carácter General,33379460.00,28899470.00,120000.00,96006510.00,"",38109050.00,69611430.00,"","",266125920.00
2008,10,93,Administración Financiera y Tributaria,33496290.00,59868000.00,"",3139560.00,"",130640.00,2165000.00,"","",98799490.00
2008,10,95,Deuda Pública,"","",334149590.00,"","","","","",129579430.00,463729020.00
2008,17,13,Seguridad Ciudadana e Instituciones Penitenciarias,1069532.00,3935686.00,"",4899753.00,"",442500.00,18220.00,"","",10365691.00
2008,17,14,Política Exterior,527120.00,901146.00,"",2449172.00,"",693315.00,2836404.00,"","",7407157.00
2008,17,21,Pensiones,"","","",40000.00,"","","","","",40000.00
2008,17,23,Servicios Sociales y Promoción Social,22080138.00,38062980.00,16974.00,25060961.00,"",13580649.00,18111600.00,"","",116913302.00
2008,17,24,Fomento del Empleo,3412853.00,2018560.00,"",24038345.00,"",578512.00,220251.00,"","",30268521.00
2008,17,26,Acceso a la Vivienda y Fomento de la Edificación,1216524.00,345145.00,"",2774795.00,"",3585305.00,8070500.00,"","",15992269.00
2008,17,31,Sanidad,186071805.00,95465716.00,"",134371528.00,"",31378310.00,2223406.00,"","",449510765.00
2008,17,32,Educación,135573229.00,20931518.00,1000.00,69825335.00,"",16313712.00,10491124.00,"","",253135918.00
2008,17,33,Cultura,4605901.00,7104757.00,37000.00,4136445.00,"",5567584.00,7963730.00,"","",29415417.00
2008,17,41,"Agricultura, Pesca y Alimentación",11989742.00,7426350.00,"",12548010.00,"",6504611.00,15955050.00,"","",54423763.00
2008,17,42,Industria y Energía,769304.00,300000.00,"",25000.00,"",225000.00,2550000.00,"","",3869304.00
2008,17,43,"Comercio, Turismo y Pymes",3772871.00,2923031.00,12000.00,4733491.00,"",1207778.00,47665538.00,4350000.00,"",64664709.00
2008,17,45,Infraestructuras,16901408.00,13815645.00,107540.00,18513499.00,"",57425545.00,25909058.00,"","",132672695.00
2008,17,46,"Investigación, Desarrollo e Innovación",4977541.00,8515691.00,1500.00,2196199.00,"",5840084.00,1171899.00,"",159102.00,22862016.00
2008,17,49,Otras Actuaciones de Carácter Económico,4784839.00,525831.00,"",1983659.00,"",241500.00,85780.00,"","",7621609.00
2008,17,91,Alta Dirección,6694803.00,7348505.00,90.00,2556652.00,"",1441290.00,"",53900.00,"",18095240.00
2008,17,92,Servicios de Carácter General,20464022.00,8392568.00,3000.00,2253744.00,"",7737120.00,"",180304.00,"",39030758.00
2008,17,93,Administración Financiera y Tributaria,5305129.00,5826328.00,128000.00,41400.00,"",5572375.00,"","","",16873232.00
2008,17,95,Deuda Pública,"","",16645038.00,"","","","","",11030638.00,27675676.00
2016,13,11,Justicia,265742993.00,93928989.00,"",40221535.00,"",2220381.00,"",78085.00,"",402191983.00
2016,13,13,Seguridad Ciudadana e Instituciones Penitenciarias,94847431.00,31977155.00,"",69642540.00,"",29704084.00,"",19000.00,"",226190210.00
2016,13,14,Política Exterior,1718303.00,333412.00,"",293080.00,"",8000.00,"","","",2352795.00
2016,13,21,Pensiones,261355.00,"","","","","","","","",261355.00
2016,13,23,Servicios Sociales y Promoción Social,317178532.00,730626149.00,"",435148775.00,"",30219085.00,400000.00,7214948.00,"",1520787489.00
2016,13,24,Fomento del Empleo,56962688.00,34603504.00,"",258022398.00,"",8303777.00,2069655.00,"","",359962022.00
2016,13,26,Acceso a la Vivienda y Fomento de la Edificación,39664375.00,36843756.00,10151000.00,17040000.00,"",107802620.00,40862012.00,136848440.00,102500000.00,491712203.00
2016,13,31,Sanidad,3029983272.00,2466036573.00,784853.00,1090368747.00,"",72287305.00,1529915.00,756641438.00,"",7417632103.00
2016,13,32,Educación,2030223685.00,254390149.00,"",1952674918.00,"",60563295.00,23201308.00,5206902.00,"",4326260257.00
2016,13,33,Cultura,50289029.00,64573754.00,"",24150010.00,"",13707933.00,3234179.00,"","",155954905.00
2016,13,41,"Agricultura, Pesca y Alimentación",9808894.00,5669562.00,"",3796468.00,"",1691553.00,12961000.00,"","",33927477.00
2016,13,42,Industria y Energía,5869245.00,1236208.00,"",4575000.00,"",902000.00,"","","",12582453.00
2016,13,43,"Comercio, Turismo y Pymes",6694023.00,4872943.00,"",4460000.00,"",136200.00,1750000.00,"","",17913166.00
2016,13,44,Subvenciones al Transporte,"","","",1191124707.00,"","","","","",1191124707.00
2016,13,45,Infraestructuras,60840477.00,32006387.00,"",63583023.00,"",101015496.00,2520000.00,188027.00,"",260153410.00
2016,13,46,"Investigación, Desarrollo e Innovación",12594011.00,3692299.00,"",3954069.00,"",1983323.00,60792575.00,402035755.00,"",485052032.00
2016,13,49,Otras Actuaciones de Carácter Económico,13239884.00,5172428.00,"",5404000.00,"",49600.00,1200000.00,15785.00,"",25081697.00
2016,13,91,Alta Dirección,46878935.00,16972042.00,"",4260000.00,"",470502.00,"",552850.00,"",69134329.00
2016,13,92,Servicios de Carácter General,67913473.00,8077132.00,"",74177846.00,71907392.00,18344920.00,"",171679461.00,16000000.00,428100224.00
2016,13,93,Administración Financiera y Tributaria,64661648.00,49586755.00,690000.00,50000.00,"",173272.00,3000000.00,468602.00,"",118630277.00
2016,13,94,Transferencias a otras Administraciones Públicas,4386500.00,490110.00,"",2809995.00,"",52385652.00,6084616.00,"","",66156873.00
2016,13,95,Deuda Pública,"","",806933122.00,"","","","","",1721514216.00,2528447338.00
2016,14,13,Seguridad Ciudadana e Instituciones Penitenciarias,2160686.00,6780062.00,"",34355712.00,"",80000.00,2337000.00,"","",45713460.00
2016,14,14,Política Exterior,1022359.00,67412.00,"",646497.00,"","","","","",1736268.00
2016,14,21,Pensiones,"","","",155255.00,"","","","","",155255.00
2016,14,23,Servicios Sociales y Promoción Social,87939348.00,123702254.00,1.00,105788806.00,"",3688339.00,710001.00,"","",321828749.00
2016,14,24,Fomento del Empleo,7166775.00,3173076.00,"",63453544.00,"","",1036652.00,"","",74830047.00
2016,14,26,Acceso a la Vivienda y Fomento de la Edificación,4714218.00,264063.00,"","","",17356377.00,30968258.00,666000.00,"",53968916.00
2016,14,31,Sanidad,1040227212.00,369300004.00,10872559.00,270464824.00,"",38548463.00,400000.00,1000000.00,11499536.00,1742312598.00
2016,14,32,Educación,798120609.00,41911781.00,98180.00,410363818.00,"",24602631.00,5839712.00,1000000.00,14654600.00,1296591331.00
2016,14,33,Cultura,7530896.00,5222142.00,"",13841360.00,"",840556.00,10472118.00,"","",37907072.00
2016,14,41,"Agricultura, Pesca y Alimentación",22724616.00,2317157.00,"",24467427.00,"",15448069.00,28818000.00,"","",93775269.00
2016,14,42,Industria y Energía,6858273.00,1476392.00,"",13138636.00,"",1680000.00,16181185.00,"","",39334486.00
2016,14,43,"Comercio, Turismo y Pymes",1037781.00,37495.00,"",118219.00,"","",892202.00,"","",2085697.00
2016,14,44,Subvenciones al Transporte,"","","",4422073.00,"","",30000.00,"","",4452073.00
2016,14,45,Infraestructuras,27769080.00,17580422.00,100000.00,10025794.00,"",85521613.00,42755330.00,"","",183752239.00
2016,14,46,"Investigación, Desarrollo e Innovación",10579431.00,1880157.00,"",2707623.00,"",2240553.00,5438202.00,"",2647532.00,25493498.00
2016,14,49,Otras Actuaciones de Carácter Económico,5611377.00,438647.00,"",1752259.00,"",1477100.00,3843190.00,"",2500000.00,15622573.00
2016,14,91,Alta Dirección,11904278.00,2295347.00,"",2107467.00,"",179441.00,"",27647.00,"",16514180.00
2016,14,92,Servicios de Carácter General,34026022.00,36241359.00,962159.00,1079000.00,1.00,8427650.00,5562201.00,500000.00,"",86798392.00
2016,14,93,Administración Financiera y Tributaria,22284550.00,9119003.00,52000.00,5356349.00,"","",2520000.00,"","",39331902.00
2016,14,95,Deuda Pública,"","",93405472.00,"","","","","",740603571.00,834009043.00
2014,13,11,Justicia,251736852.00,92501140.00,"",32058237.00,"",1789383.00,"",78085.00,"",378163697.00
2014,13,13,Seguridad Ciudadana e Instituciones Penitenciarias,92487530.00,24490358.00,"",68981472.00,"",26555115.00,"",19000.00,"",212533475.00
2014,13,14,Política Exterior,1851585.00,550308.00,"",130080.00,"",8000.00,"","","",2539973.00
2014,13,23,Servicios Sociales y Promoción Social,305785494.00,696281532.00,"",332034933.00,"",14652423.00,"",5170112.00,"",1353924494.00
2014,13,24,Fomento del Empleo,54683485.00,30575645.00,"",138205837.00,"",6631786.00,1332491.00,"","",231429244.00
2014,13,26,Acceso a la Vivienda y Fomento de la Edificación,47609324.00,49850820.00,12984883.00,"","",85334380.00,16043331.00,23932155.00,107439220.00,343194113.00
2014,13,31,Sanidad,2951512403.00,2327679277.00,843705.00,968826832.00,"",46382572.00,1643833.00,647065145.00,"",6943953767.00
2014,13,32,Educación,2017316416.00,274982224.00,"",1758136617.00,"",79281642.00,7675000.00,5168917.00,"",4142560816.00
2014,13,33,Cultura,42935647.00,48228449.00,"",21520002.00,"",11066097.00,2334179.00,37985.00,"",126122359.00
2014,13,42,Industria y Energía,5915934.00,754208.00,"",75000.00,"",663500.00,"","","",7408642.00
2014,13,43,"Comercio, Turismo y Pymes",6398231.00,2567721.00,"",2434229.00,"",180000.00,500000.00,"","",12080181.00
2014,13,45,Infraestructuras,55295664.00,23376285.00,"",1060161718.00,"",151869478.00,12640000.00,62273.00,"",1303405418.00
2014,13,46,"Investigación, Desarrollo e Innovación",12704695.00,3412776.00,"",4261664.00,"",2473480.00,34782174.00,16055000.00,"",73689789.00
2014,13,49,Otras Actuaciones de Carácter Económico,12968499.00,6923882.00,"",5220000.00,"",49600.00,"",15785.00,"",25177766.00
2014,13,91,Alta Dirección,28743364.00,6358149.00,"",3260000.00,"",246583.00,"",154613.00,"",38762709.00
2014,13,92,Servicios de Carácter General,129733965.00,117393342.00,"",141061664.00,170600000.00,49839860.00,8000000.00,193721093.00,"",810349924.00
2014,13,93,Administración Financiera y Tributaria,45498262.00,16170582.00,680000.00,"","",216020.00,200000.00,575.00,"",62765439.00
2014,13,94,Transferencias a otras Administraciones Públicas,4853671.00,595763.00,"",2682284.00,"",47749681.00,7913507.00,"","",63794906.00
2014,13,95,Deuda Pública,"","",1082236172.00,"","","","","",3488506618.00,4570742790.00
2014,14,13,Seguridad Ciudadana e Instituciones Penitenciarias,1706149.00,7330637.00,"",32480606.00,"","","","","",41517392.00
2014,14,14,Política Exterior,604301.00,138199.00,"",131501.00,"","",1.00,"","",874002.00
2014,14,21,Pensiones,"","","",230785.00,"","","","","",230785.00
2014,14,23,Servicios Sociales y Promoción Social,64105370.00,117366044.00,"",88624733.00,"",60000.00,531000.00,"","",270687147.00
2014,14,24,Fomento del Empleo,6899046.00,2793516.00,"",40290602.00,"",60000.00,1005000.00,"","",51048164.00
2014,14,25,Desempleo,10026724.00,1515875.00,"","","",325871.00,"","","",11868470.00
